Yield
1.907823961
1.0
1.0
0.028571429
3.088725685
0.6930126
0.841007407
0.589442815
0.47624856
1.5
0.864186851
0.99009901
0.12173913
1.494736842
0.568627451
1.174056982
0.787878788
1.944634313
0.629396985
2.567687167
4.608
0.333333333
1.0
0.712895145
0.242
0.476923077
0.196721311
0.99023199
0.971846237
2.187629722
91.5
2.99738542
0.754385965
0.589129164
1.800082271
1.425087108
0.785714286
0.568627451
0.104988914
1.166666667
2.015139351
2.593295962
69.15961538
2.0
0.6
2.23119015
2.069687545
0.4625
0.568627451
40.0
2.0
60.0
0.530970004
0.741111111
0.4
60.0
90.66940031
0.7003367
3.309252089
1.125678821
1.713333333
2.653680854
1.5
0.806603774
1.617802466
2.193802373
1.94962406
0.203389831
0.806603774
32.69971631
0.555084746
11.59852941
11.88461538
0.139689579
1.783333333
1.046514896
0.538693743
6.604609929
3.005477872
2.45
7.511139402
4.92173913
2.567687167
51.72164948
11.64444444
0.5
0.763888889
0.145833333
0.96875
0.662884927
49.10439424
1.944634313
0.481231231
1.084721561
2.074204257
2.697368421
0.75
1.0
7.692307692
44.71268058
6.333333333
14.64077103
0.145833333
0.820189274
9.493644068
0.566666667
0.272994059
0.754385965
2.881715363
0.523076923
0.235294118
1.675926577
1.047961631
2.5
1.53768279
1.977153446
1.0
66.86234818
2.872107969
0.798507463
3.293747267
15.0500877
1.0
0.769230769
49.10439424
0.907103825
0.933333333
0.5
1.0
0.393404908
2.679972398
1.0
1.387096774
0.694568121
4.777583187
1.84391771
0.748495271
2.127272727
0.708527132
0.349350649
0.712895145
19.04197073
0.75
0.0
1.0
3.25714855
35.28198944
1.0
0.9
1.2
1.0
0.968018721
6.412598425
44.71268058
0.5
5.385826772
8.295555556
2.040614541
6.25
0.328786791
0.332013855
1.305980066
7.171381032
2.0
0.5
12.92058258
1.395505618
8.117021277
2.015139351
1.907823961
1.75
0.636363636
0.491708724
0.555555556
1.0
1.491525424
2.758145065
0.605580216
1.024604569
0.462025316
2.333462637
1.843816254
1.636363636
1.888888889
0.405070755
46.81596198
12.86363636
2.937201965
1003.25
1.368421053
4421.0
2.142857143
0.759377678
4.722490536
0.818181818
0.413333333
0.153846154
1.262119114
1.0
0.772990886
1.966666667
51.20044668
0.398104265
1.277777778
3.30075188
1.888888889
1.171537484
2.411545624
0.748603352
1.504477612
4.07027027
0.700507614
3.125
